,v,RGARCH-MIDAS+X
2017/7/18,0.5688699826840901,0.35976900185480076
2017/7/19,1.6462237690783506,0.4792986799890886
2017/7/20,2.209565293727636,0.6439640431418655
2017/7/21,0.8333028269718085,0.6252776454195751
2017/7/24,0.11081044589692089,0.5323524674675246
2017/7/25,0.08944268545808999,0.4630486084138916
2017/7/26,0.02494475930881,0.3947630047254283
2017/7/27,0.00037231632025,0.3322050982063429
2017/7/28,0.70127242388401,0.34966862750751276
2017/7/31,1.1820849900007826,0.41810149694548343
2017/8/1,0.29421576795556004,0.37048152113101857
2017/8/2,0.0221489371785361,0.3115579260385006
2017/8/3,0.048971831097639994,0.27196279469200835
2017/8/4,0.67348710303876,0.3248931262223258
2017/8/7,0.16920775299169,0.30100300448453116
2017/8/8,0.0818207637540241,0.2582218592510336
2017/8/9,0.0476578807569225,0.21946419259026517
2017/8/10,0.09941620882728959,0.1915887684709661
2017/8/11,0.49082943070084,0.23341026933709336
2017/8/14,0.539614049731433,0.24919549402269464
2017/8/15,1.08852684696001,0.32343365456340833
2017/8/16,1.01723999364e-05,0.27204779737294454
2017/8/17,0.0499852798182544,0.23122635310221984
2017/8/18,0.0094010205324996,0.19436262832380202
2017/8/21,0.07064403173130249,0.16796279469921221
2017/8/22,0.023068770719764903,0.1421018041091332
2017/8/23,0.007382796298240001,0.12272019351047932
2017/8/24,0.08803468780096,0.11994789116468356
2017/8/25,0.011894450044422399,0.10130929786266336
2017/8/28,0.8830495277611226,0.17659547183498708
2017/8/29,0.08264952263688999,0.15416424282673852
2017/8/30,0.02687783186916,0.13654197978858343
2017/8/31,0.0334049386972324,0.11651189586163396
2017/9/1,0.1598279422809169,0.10943041059894701
2017/9/4,0.3531009618445401,0.1252921218192323
2017/9/5,0.5284239101043985,0.15746354522412329
2017/9/6,0.5389205900486521,0.18553648956416452
2017/9/7,0.1774940354661681,0.17077003158175055
2017/9/8,0.0006022660800321,0.14394810862683874
2017/9/11,1.4396284319723287,0.2750756627638482
2017/9/12,0.4419676691461201,0.2734610247063855
2017/9/13,0.0286298447166736,0.23076281889906128
2017/9/14,0.0013504419626896,0.19404060796755274
2017/9/15,0.6478701272544399,0.2562801738286713
2017/9/18,0.0605727015156484,0.21890130671264535
2017/9/19,0.047085367490056894,0.18649172386029858
2017/9/20,0.0389901198679056,0.15872622732215277
2017/9/21,0.02155097400625,0.13940193627953812
2017/9/22,0.68390683657956,0.21529387432430033
2017/9/25,0.17797902187536002,0.21049734254299982
2017/9/26,0.007520356665600099,0.17694971014148436
2017/9/27,0.9221661797306255,0.24426838998642206
2017/9/28,0.42979599287335846,0.2463628065735988
2017/9/29,0.022064015738952097,0.20764798544196506
2017/10/9,0.22841643491566238,0.19612662123325786
2017/10/10,0.08345951212095998,0.1806939197729275
2017/10/11,0.145347750025,0.17688286013601254
2017/10/12,0.01845500514064,0.1540401583663503
2017/10/13,0.22412458378728042,0.14914467765553305
2017/10/16,0.1374795065776441,0.13635785132993458
2017/10/17,0.04549437309480999,0.12474770195975209
2017/10/18,0.023068144961640103,0.10592275596411023
2017/10/19,0.010454530806760001,0.09308807506392439
2017/10/20,0.2667077430500025,0.10252643895925596
2017/10/23,0.8163876759222276,0.17017308620565133
2017/10/24,0.04937697300649,0.1458978580453415
2017/10/25,0.0287346368274436,0.1240031510075317
2017/10/26,0.0051638265444529,0.10453362332181593
2017/10/27,0.015588396462250001,0.09294238899660125
2017/10/30,0.12361686414561,0.10028332753670487
2017/10/31,0.021974724036787602,0.08537683610153629
2017/11/1,0.11753355395498888,0.08008562395440873
2017/11/2,0.20441285609615997,0.10104984228697018
2017/11/3,0.31892674969600004,0.1344276296276255
2017/11/6,0.3342152073199801,0.14420901234224046
2017/11/7,0.6026755682081125,0.18141595691430845
2017/11/8,0.21623699716641,0.1712416097412715
2017/11/9,0.4695071939154024,0.18952183524838762
2017/11/10,1.289083271006681,0.2961285839962744
2017/11/13,0.8170635384715488,0.33228883965397743
2017/11/14,0.68908377425449,0.37742395391845107
2017/11/15,3.14977696207321,0.7295379224481515
2017/11/16,0.5209692555240001,0.6876907158022452
2017/11/17,0.32324091543184,0.6260513554565581
2017/11/20,0.0825644824849296,0.5303470942381219
2017/11/21,1.7253441952160165,0.6310873369799839
2017/11/22,0.08662673470563999,0.5349317129042447
2017/11/23,2.1937872525072097,0.7405407103963507
2017/11/24,2.01994815150144,0.8905544014811289
2017/11/27,0.39369187113168996,0.8054113053065467
2017/11/28,0.15725079216195997,0.7014874299497746
2017/11/29,0.2562878576264161,0.6106812552887604
2017/11/30,0.42974894914576006,0.5760052594126673
2017/12/1,0.06007768655625,0.5114751218239288
2017/12/4,0.12494661164929441,0.43843969457909937
2017/12/5,0.31261696358656,0.4159953586549675
2017/12/6,0.20246922116964003,0.3819676383307918
2017/12/7,0.10028261228049001,0.3387852427955135
2017/12/8,0.0097826797092049,0.284412625362837
2017/12/11,1.6821446694150404,0.4203196659764122
2017/12/12,0.13433935876475558,0.36304835359757315
2017/12/13,0.022401055018832404,0.30535997283618005
2017/12/14,0.2333071321723129,0.27676169711100124
2017/12/15,0.41942280353796,0.2951415613863146
2017/12/18,0.48931577902321005,0.31989286262109634
2017/12/19,0.008149557570010001,0.2717133986872753
2017/12/20,0.033106231903392395,0.2296404702007507
2017/12/21,0.1824985242263716,0.2082105943138774
2017/12/22,0.6232781177641225,0.23727490441710242
2017/12/25,0.024244078166010003,0.20565305857946425
2017/12/26,0.06044527107844,0.1851440186292868
2017/12/27,0.051170059264,0.1665109048149301
2017/12/28,0.16106312013288998,0.1672795805503085
2017/12/29,0.0189777211681225,0.14129018674719307
2018/1/2,0.18240845627458088,0.1393444577348789
2018/1/3,1.1906246461599501,0.24304429860710985
2018/1/4,0.5834415393389025,0.26209186413049274
2018/1/5,0.036451744667559995,0.22855177581864095
2018/1/8,0.032925554116000004,0.19988525559441994
2018/1/9,0.00954128472025,0.17159398732353426
2018/1/10,0.19761616723216,0.17674677463767716
2018/1/11,0.16370544878809,0.17625675599242888
2018/1/12,0.03165449447241,0.15589710375558316
2018/1/15,2.7417878913902505,0.4927132893487628
2018/1/16,2.27315506844196,0.7153298932333438
2018/1/17,0.06469366815025,0.6124530426354309
2018/1/18,0.00011135525624999999,0.5142583812896704
2018/1/19,0.0682714241697601,0.4355566193669656
2018/1/22,0.529483210676641,0.4173333143921435
2018/1/23,0.5519461141541776,0.40453098858234443
2018/1/24,0.13075212282735688,0.34951718779537677
2018/1/25,0.0619611664,0.29711642800741617
2018/1/26,0.021435156056249998,0.2552716850886951
2018/1/29,0.5475661085244101,0.2943109014407955
2018/1/30,0.22572609132096,0.2834013039899055
2018/1/31,0.17343385082520998,0.26691438095883824
2018/2/1,1.52558242993809,0.42529005440595974
2018/2/2,0.54293642770084,0.4359855705314649
2018/2/5,0.10865362950225,0.3852515504801555
2018/2/6,2.981496343401,0.714919638370631
2018/2/7,1.0748659064547599,0.7480391196191409
2018/2/8,0.21625810926736,0.6618421661973253
2018/2/9,0.47924702936288993,0.6254983921969021
2018/2/12,1.3728627990115985,0.6705934470486115
2018/2/13,1.44490953752721,0.7165271585700651
2018/2/14,0.041611271414328105,0.6026176060893862
2018/2/22,1.2097275013437767,0.6329558998141542
2018/2/23,0.3902159071645696,0.5674902342661915
2018/2/26,1.4249021426640225,0.6279517279769624
2018/2/27,0.45172721455290243,0.5699154157161048
2018/2/28,0.10871671598395238,0.4858195277928376
2018/3/1,1.0332395799482448,0.5036397932324052
2018/3/2,0.2570914376514225,0.44517540431041075
2018/3/5,0.059657891525122506,0.3769458172923775
2018/3/6,0.1834598127819681,0.3315960306788169
2018/3/7,0.0041708734732899995,0.2805680279944014
2018/3/8,4.53365208976e-05,0.2361084020468351
2018/3/9,0.6370884708823685,0.26213526593269193
2018/3/12,1.5380827698886226,0.3852223178021157
2018/3/13,0.03127022818921,0.3245080638637139
2018/3/14,0.29767259459844003,0.31857598793531783
2018/3/15,0.0005604450186384,0.26768791281857357
2018/3/16,0.07111870242481,0.23871525788029685
2018/3/19,0.24964492616704,0.24014820141907328
2018/3/20,0.0091181510307801,0.20182009328762093
2018/3/21,0.005711831536755601,0.16967473639732497
2018/3/22,0.44549003646016,0.2089984935954371
2018/3/23,3.8582839552522503,0.677637896737712
2018/3/26,0.0626418754232881,0.5717789824072417
2018/3/27,4.864725794360276,1.0300980737110654
2018/3/28,0.01947769140625,0.8683990398326675
2018/3/29,0.04602252021796001,0.7375772585597861
2018/3/30,2.17254803236e-05,0.6186714506082679
2018/4/2,0.00606661843225,0.513130269833522
2018/4/3,1.26297633721284,0.6033916717695649
2018/4/4,0.27092607963136,0.5483215770049128
2018/4/9,0.23967888281401,0.497903198800856
2018/4/10,0.41964500842801694,0.45757032082202603
2018/4/11,0.23512316102500003,0.40433126888636134
2018/4/12,0.25113719026881,0.3789684230564688
2018/4/13,0.41372244879876,0.3799025821241243
2018/4/16,0.57641819712841,0.4024051096790384
2018/4/17,1.4089872798592902,0.5294882225975671
2018/4/18,0.41633207664399996,0.50624318315814
2018/4/19,0.3499077409,0.45709647782708984
2018/4/20,0.06165452879089,0.39577672574456607
2018/4/23,0.36852439325641007,0.3878688001318019
2018/4/24,0.8534800499712255,0.4131394664041222
2018/4/25,0.26176168573478015,0.3698972609230807
2018/4/26,1.300963797604,0.4883925881017276
2018/4/27,0.29333088496009,0.45514485397011745
2018/5/2,0.0031009784861449003,0.37432085317500424
2018/5/3,0.07068390045651358,0.3185685642876242
2018/5/4,0.15504973330860253,0.27987338933986833
2018/5/7,1.0819878091561452,0.348347638343885
2018/5/8,1.2010637046674704,0.41909741816834123
2018/5/9,0.034270388138116906,0.3530544734942763
2018/5/10,0.0048064991483664,0.2962360065705598
2018/5/11,0.00022473607743999998,0.24959898128254765
2018/5/14,0.0019600719652899997,0.20973499927239111
2018/5/15,0.3263174111391601,0.20639675034845364
2018/5/16,0.10509021512996411,0.18115444003235817
2018/5/17,0.18448150307161,0.1828282535052229
2018/5/18,0.12498643056964001,0.175698981395597
2018/5/21,0.25721892377300254,0.17066692740800418
2018/5/22,0.00071792379481,0.14476042738843573
2018/5/23,0.41674616425744,0.184256655076395
2018/5/24,0.71772987947236,0.2572714744600896
2018/5/25,0.78210976627809,0.3268291919819984
2018/5/28,0.5838452951452899,0.35895114713066006
2018/5/29,0.38575253966404005,0.3593610732389882
2018/5/30,2.0065433589300103,0.5697801710154994
2018/5/31,0.06877815708481,0.4911882999548623
2018/6/1,0.09628540734121,0.43195226224362293
2018/6/4,1.32777938830761,0.5437742993955615
2018/6/5,0.0186148230268225,0.456374344333587
2018/6/6,0.4119704468885776,0.42197480297051365
2018/6/7,0.03432263853769,0.36195746998448336
2018/6/8,0.46412281774336006,0.37241955540071414
2018/6/11,0.43520936761599993,0.3772999981780113
2018/6/12,0.0004398205896100001,0.3175867075416913
2018/6/13,0.14364388041444,0.29120359303666216
2018/6/14,0.24272914830025,0.283101615434511
2018/6/15,0.33037078388520996,0.2883638951403585
2018/6/19,5.394785244623289,0.936271690541015
2018/6/20,1.1712499110490002,0.9457341198582553
2018/6/21,0.14107265569296,0.8166098884557637
2018/6/22,0.36986126150883997,0.7402890053494948
2018/6/25,0.1695869901645481,0.6343128615225071
2018/6/26,0.46424095671529003,0.6004045234127501
2018/6/27,0.0826825468412329,0.5088836656320919
2018/6/28,0.46119799816336005,0.4950093245859061
2018/6/29,0.25198246466010255,0.4373999620933396
2018/7/2,0.0008443906105600001,0.38431973659216
2018/7/3,0.293240661289,0.3680424578944426
2018/7/4,0.24468732841744,0.34772159703724015
2018/7/5,1.31498441794729,0.4716569353987922
2018/7/6,0.15329300020225,0.42158368221114517
2018/7/9,1.0990986744140647,0.4689266452940623
2018/7/10,0.8065918006927937,0.47578509955425563
2018/7/11,0.34670699041489,0.45190020453715546
2018/7/12,0.9277925372272144,0.4750614847514889
2018/7/13,0.7124015803093225,0.47046755848279403
2018/7/16,0.16130922734224,0.42173520811288895
2018/7/17,0.00974672435025,0.3572997236479955
2018/7/18,0.037680873927984394,0.3016194942128189
2018/7/19,0.01118754674944,0.2570571941281667
2018/7/20,0.08422335900301209,0.22166402074428007
2018/7/23,0.9330629765184224,0.28293730914920223
2018/7/24,1.8157724200360001,0.43437221637018825
2018/7/25,0.05530443504410249,0.3675454908372385
2018/7/26,0.6878346921640001,0.4067954039756407
2018/7/27,0.30704010854400005,0.3887457501071444
2018/7/30,0.11063060949924002,0.34599022799672985
2018/7/31,0.12639319053124,0.31251126848145894
2018/8/1,0.50303215810576,0.34500689317163535
2018/8/2,3.179738045124,0.7062274173301472
2018/8/3,2.5474008201524097,0.9287768163697612
2018/8/6,3.1401636833704902,1.1898751015544646
2018/8/7,0.09225823059216001,1.0138543781995308
2018/8/8,0.0013478076562500002,0.8495578750646473
2018/8/9,0.1613120146886889,0.7250077544846748
2018/8/10,1.576201079164141,0.7770407064075172
2018/8/13,0.0513508094954089,0.6540652518687876
2018/8/14,0.05468613118243559,0.5514081641893376
2018/8/15,1.82697610498624,0.7077231463359003
2018/8/16,2.622249080896,0.93949456116086
2018/8/17,0.35673109453809004,0.8414243529864351
2018/8/20,0.28902031875720996,0.7500978595210802
2018/8/21,0.2756525631890625,0.6534345147942872
2018/8/22,0.28131036976900003,0.5916856063243509
2018/8/23,0.112844933776,0.5162077326605736
2018/8/24,0.0018117707120100003,0.43445758058444695
2018/8/27,0.42724134084174004,0.40532873216639415
2018/8/28,0.8928521300667609,0.43219701156945334
2018/8/29,0.03452249468529,0.3706044920341836
2018/8/30,0.48636982856483996,0.3826893488229273
2018/8/31,0.57192132252304,0.40418859216551933
2018/9/3,0.13682601,0.3597035084251164
2018/9/4,0.0395102443769856,0.30378952237189955
2018/9/5,0.18782065133584,0.28600337183863794
2018/9/6,1.05445521956889,0.386387142307921
2018/9/7,0.06049705948225,0.3364499486331159
2018/9/10,0.6587354652750401,0.37695359571521714
2018/9/11,0.72498532364449,0.41957133380461414
2018/9/12,0.0532825627656256,0.3550061114757311
2018/9/13,0.31303729584696965,0.3266454334122751
2018/9/14,0.00650124527809,0.2770154566391748
2018/9/17,0.54470850310969,0.3121173728859179
2018/9/18,0.25121419068979833,0.2842847548847489
2018/9/19,1.9046493465613155,0.4457037873773709
2018/9/20,0.21569127726306253,0.39244531333370314
2018/9/21,0.757892351248217,0.4063745103438509
2018/9/25,0.4501851611113921,0.38428884014088943
2018/9/26,0.2107262414685184,0.340532513037071
2018/9/27,0.021454574086439995,0.29160168441104706
2018/9/28,0.000492662416,0.24593271503805694
2018/10/8,1.30042891213225,0.38667338960460557
2018/10/9,0.79499656722564,0.43689084233782005
2018/10/10,0.68199403273849,0.4640966574521463
2018/10/11,12.709501645505439,1.9904116248258314
2018/10/12,2.42871746741649,1.9886540541605466
2018/10/15,0.032743734875290004,1.6731035181804657
2018/10/16,1.4148231799395599,1.5938956839059735
2018/10/17,0.230867757169,1.3719006538400438
2018/10/18,1.78419840897321,1.3890435421111424
2018/10/19,0.06949355889801612,1.1678773891331902
2018/10/22,13.21530939119689,2.5146590300414644
2018/10/23,0.7743984512007744,2.184567589034688
2018/10/24,0.61942897085161,1.9187006215069773
2018/10/25,0.00465081716961,1.6091767429915371
2018/10/26,0.8263816111825156,1.4324357740547022
2018/10/29,0.96680199746881,1.3346198610604403
2018/10/30,0.30201058811400994,1.1646984166562955
2018/10/31,0.788756903488817,1.056207959418856
2018/11/1,0.6570377154126769,0.9115303181698514
2018/11/2,2.469543198772681,1.0357130813142796
2018/11/5,1.7678971891667028,1.0589771277718245
2018/11/6,0.09832495333761002,0.9051613928902473
2018/11/7,0.34715298696961,0.8113521016440097
2018/11/8,0.33239906344835995,0.730823966617202
2018/11/9,0.73674103223044,0.7172869872066594
2018/11/12,1.4963526971646015,0.7614448186456412
2018/11/13,2.4742966906854726,0.9106360920333109
2018/11/14,0.5204891790444096,0.8139675289853894
2018/11/15,0.1533354602757184,0.6943943988759256
2018/11/16,0.6258102244316224,0.6444942597131436
2018/11/19,0.21980512264576407,0.5592323490146542
2018/11/20,0.5344877629168899,0.5469552588153337
2018/11/21,0.31249061487395996,0.5068000695848757
2018/11/22,0.18711220238350237,0.44065680647897887
2018/11/23,3.54534780860836,0.8322477336334541
2018/11/26,1.92532108852836,0.9552902578032604
2018/11/27,0.29066472595155607,0.8267222453862123
2018/11/28,0.9303794081455329,0.7890789051324237
2018/11/29,0.015934346148942402,0.6615786704027096
